tag_chrom,trait_reported,count
16,Cortical thickness [Insula],19
16,Eosinophill percentage,119192
16,Heel bone mineral density T score,226613
16,Gout,3862
16,Alzheimer's disease,1217
16,Serum metabolite levels [XL_HDL_CE],931
16,Systolic blood pressure (baseline),189
16,Idiopathic pulmonary fibrosis,395
16,Trunk predicted mass,440451
16,"Estimated glomerular filtration rate (creatinine, CKDi25)",1597
16,Childhood obesity [EA],3339
16,Adhesive capsulitis of shoulder,265
16,Height,841279
16,Body mass index (joint analysis main effects and physical activity interaction) [women],208959
16,"Asthma | blood clot, dvt, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",10790
16,"""Diabetes, varying definitions""",4674
16,Phosphatidylcholine-O_34:3_[M+H]1+/Phosphatidylcholine-P_34:2_[M+H]1+/Phosphatidylethanolamine-P_37:2_[M+H]1+ levels,931
16,Neuroticism conditioned on self-rated math ability (multi-trait conditioning and joint analysis),46
16,Atrial fibrillation [EA],427
16,"Melanomas of skin, dx or hx",20470
16,Forceval capsule | treatment/medication code,11756
16,Mean corpuscular hemoglobin concentration [AA],448
16,Electrocardiogram morphology (amplitude at temporal datapoints) [120 ms],3918
16,"Malignant melanoma | cancer code, self-reported",22221
16,Glycated hemoglobin levels [conditional],2923
16,Total cholesterol levels [EA],2638
16,Gut microbiota relative abundance (bacterial taxa) [Eubacterium_eligens],1442
16,Vertical cup-disc ratio,211
16,UBA1777 sp900319835 abundance in stool,64
16,Reticulocyte count,476477
16,Serum metabolite levels (CMS) [XS_VLDL_L],931
16,Macular thickness,3640
16,Serum metabolite levels (CMS) [UnSat],2048
16,Malignant neoplasm of breast (controls excluding all cancers),76
16,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy) [subset analysis]",282291
16,Mosaic loss of chromosome Y (Y chromosome dosage),102219
16,Neuroblastoma or malignant cutaneous melanoma,25796
16,Systemic lupus erythematosus [Chinese],22343
16,Skin pigmentation traits [Phototype score],24067
16,Thyroid stimulating hormone levels,1892
16,N-acetylglucosamine/n-acetylgalactosamine levels,155
16,Plasma omega-6 polyunsaturated fatty acid levels (gamma-linolenic acid),5700
16,HLA DR+ CD8+ T cell %lymphocyte,1285
16,"Red blood cell traits [MCH, AA]",1010
16,Diacylglycerol_36:4_[M+NH4]1+ levels,1763
16,C-reactive protein levels [BMI-adjusted],17
16,Plateletcrit,507542
16,HDL cholesterol levels [Trans-ethnic initial],80848
16,Bipolar disorder [recessive],4301
16,Blood metabolite ratios [hexanoylcarnitine/octanoylcarnitine],5579
16,Serum metabolite levels [kynurenine],1308
16,Serum metabolite levels [Phenylacetate],79
16,Dihydrocodeine | treatment/medication code,25
16,Protein quantitative trait loci (liver) [HMOX1],14
16,Tanning,13782
16,Waist-to-hip ratio adjusted for BMI,510913
16,Psoriasis or type 2 diabetes (trans-disease meta-analysis)(opposite effect),50637
16,Electrocardiogram morphology (amplitude at temporal datapoints) [222 ms],28519
16,Serum levels of protein TPSB2;TPSAB1,14139
16,Cortical thickness [Superior Parietal],795
16,Electrocardiogram morphology (amplitude at temporal datapoints) [312 ms],384
16,Schizophrenia (MTAG),117687
16,Alanine aminotransferase levels,47994
16,Serum levels of protein FTH1;FTL,2347
16,"""Alcohol use disorder, ICD-based""",188
16,Brain region volumes [left lateral ventricle],815
16,Lateral thalamic nuclei volume,78
16,Breast cancer in BRCA2 mutation carriers,63
16,Overall health rating,34408
16,Chronic obstructive pulmonary disease in non-current smokers,34049
16,"Body mass index (joint analysis main effects and physical activity interaction) [EA, women]",1084
16,Gut microbiota (bacterial taxa) [Lactobacillales order],53
16,Triglyceride levels x long total sleep time interaction (2df test),210
16,Systemic lupus erythematosus [anti-dsDNA +],7868
16,Mitochondrial DNA levels,19877
16,"Sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1) levels",14967
16,Serum metabolite levels (CMS) [IDL_TG],1525
16,Serum metabolite levels (CMS) [XS_VLDL_P],931
16,Dickkopf-related protein 1 levels,1160
16,Uterine prolapse,188
16,Chronic obstructive pulmonary disease,278931
16,"Blonde | hair colour (natural, before greying)",38983
16,Urinary sodium excretion,2512
16,"Rodent ulcer | cancer code, self-reported",392
16,Serum metabolite levels (CMS) [ApoA1],931
16,Nontoxic multinodular goitre,348
16,"Red blood cell traits [RBC, AA]",198
16,Brain morphology (MOSTest),264058
16,Electrocardiogram morphology (amplitude at temporal datapoints) [178 ms],21774
16,Time to complete round,40970
16,Leg fat-free mass (right),376794
16,HDL cholesterol [Hispanic],1799
16,Parkinson's disease,86896
16,Urinary metabolites [1.257 ppm/1.067 ppm],5949
16,Gastric cancer,3867
16,Lateral ventricle temporal horn volume,238
16,"""Crohn disease (strict definition, require KELA)""",50
16,C-reactive protein levels or triglyceride levels (pleiotropy),1639
16,C-C motif chemokine 3 levels,9496
16,Cholesterol,2107
16,Albumin-globulin ratio,740
16,Waist circumference and related phenotypes [HDL cholesterol],733
16,Sex hormone levels [FAI],67
16,Co-codamol | treatment/medication code,87
16,Spherical power (left),42
16,Allergic rhinitis,232446
16,C-reactive protein levels,196051
16,Leiomyoma of uterus,14858
16,Serum levels of protein P4HB,943
16,Number of treatments/medications taken,1084
16,Breast cancer [conditional],22
16,Lung function (FVC),332250
16,Phosphatidylcholine_38:3_[M+H]1+/Phosphatidylethanolamine_41:3_[M+H]1+/Phosphatidate_43:4_[M+NH4]1+ levels,7355
16,White matter microstructure (fractional anisotropy) [Cingulate gyrus],2948
16,Flora pro-active/benecol | spread type,123
16,"""Endocrine, nutritional and metabolic diseases""",1084
16,Protein quantitative trait loci (liver) [HIBADH],97
16,Blood protein levels in cardiovascular risk,1610
16,Intracranial aneurysm,79522
16,Cancer,46432
16,Average weekly beer plus cider intake,1084
16,Place of birth in uk - east co-ordinate,885
16,Hypothyroidism (congenital or acquired),102
16,"Waist circumference [EA, men]",206773
16,"Body mass index [EA, men]",214202
16,Whole body fat mass,315146
16,Vertical cup-disc ratio (multi-trait analysis),1812
16,TPE interval (resting),2897
16,Urinary metabolite levels in chronic kidney disease [myo-inositol],1573
16,Gut microbiota presence (unknown genus id.1000005479),1071
16,"Ecg, heart rate",578
16,Neuroticism conditioned on educational attainment (multi-trait conditioning and joint analysis),95
16,Alcohol consumption (heavy vs. light/non-drinkers),10
16,Highest math class taken (MTAG) [MTAG],396406
16,Serum metabolite levels [XL_HDL_FC],931
16,Cortical surface area [Entorhinal],1399
16,Thymus and reactivation regulated chemokine levels,900
16,Vitiligo,71350
16,Serum uric acid levels,22213
16,Serum metabolite levels [picolinate],7085
16,Cardiovascular diseases,1093
16,Early age-related macular degeneration,1272
16,Membrane-bound aminopeptidase P levels,246
16,Electrocardiogram morphology (amplitude at temporal datapoints) [348 ms],578
16,Diastolic blood pressure x smoking status (current vs non-current) interaction (2df test) [EA],1084
16,Butyrate (4:0) levels,1312
16,Menarche (age at onset),125295
16,Graves' disease,182588
16,Medication use (vasodilators used in cardiac diseases),36809
16,Glycerophospholipid levels [Phosphatidylcholine diacyl C38:3],5737
16,Cortical thickness [Superior temporal],609
16,Age-related hearing impairment (SNP x SNP interaction),106
16,Type 2 diabetes [Obese],1084
16,Waist-to-hip ratio adjusted for BMI (adjusted for smoking behaviour) [women],518
16,Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis),46
16,Alcohol intake frequency.,308088
16,Cholesteryl ester_20:3_[M+NH4]1+ levels,7236
16,"""Diabetes, insuline treatment (Kela reimbursement)""",4036
16,HLA DR+ CD4+ T cell %T cell,1261
16,Physical activity,2091
16,6mm weak meridian (right),787
16,In situ neoplasms,3152
16,Blood glucose levels,4712
16,Psoriasis vulgaris,49590
16,Peak expiratory flow,49724
16,Immature reticulocyte fraction,337008
16,Sleep (number of episodes),616
16,"""Sleep apnoea, including avohilmo""",1368
16,Corneal structure,1073
16,Sum basophil neutrophil counts,7580
16,Systemic lupus erythematosus and Systemic sclerosis,8589
16,"Blood pressure medication | medication for cholesterol, blood pressure or diabetes",1836
16,Serum metabolite levels [HDL_TG],931
16,Cholesterol efflux capacity,931
16,Kidney function decline traits [eGFRchange noCKD],816
16,Serum metabolite levels [XL_HDL_PL],931
16,Cardiac dysrhythmias,208
16,Degenerative skin conditions and other dermatoses,12299
16,High density lipoprotein cholesterol levels,362116
16,No | major dietary changes in the last 5 years,45874
16,Response to Dalcetrapib treatment in acute coronary syndrome,632
16,Protein quantitative trait loci (liver) [COL6A3],57
16,Social science traits (pleiotropy) (HIPO component 1),277
16,Chronic obstructive pulmonary disease or high blood pressure (pleiotropy),78130
16,Systemic sclerosis [IcSSc],325
16,Epilepsy,1094
16,"Lipid metabolism phenotypes [HDL.total, fasting]",1461
16,Varicose veins of lower extremity,2843
16,Diseases of the respiratory system,356
16,Senile cataract,528
16,Smoking initiation (ever regular vs never regular) [Conditioned on chr16:49766772],108
16,Neutrophil percentage of white cells,54569
16,Serum metabolite levels [cysteinylglycine],11909
16,Neck circumference,1084
16,Number of sexual partners,5083
16,HDL cholesterol change in response to niacin in statin-treated individuals,931
16,Acisoga levels,2161
16,Educational attainment (college completion),9
16,Electrocardiogram morphology (amplitude at temporal datapoints) [202 ms],19667
16,Protein quantitative trait loci (liver) [HSPA4],598
16,Ischemic stroke,183
16,Mean corpuscular hemoglobin [Conditioned on esv2676630],231
16,Thyroid hormone levels [TSH],238
16,Blood metabolite levels [myo-inositol],1550
16,Cognitive ability (MTAG),214585
16,Cheese intake,206707
16,HDL cholesterol levels in current drinkers [Asian],77260
16,Arm fat percentage (left),332774
16,Serum metabolite levels (CMS) [SFA],1868
16,Serum metabolite levels [Gly],109
16,Hematological disease,28
16,Dementia with Lewy bodies,49692
16,"Icd10: c25.9 pancreas, unspecified | underlying (primary) cause of death",3169
16,Electrocardiogram morphology (amplitude at temporal datapoints) [318 ms],384
16,Protein quantitative trait loci (liver) [CPQ],1
16,Digit length ratio,2
16,Platelet distribution width,146301
16,Walk | types of transport used (excluding work),35313
16,"""Asthma, unspecified (mode)""",5785
16,Diabetes | illnesses of mother,659
16,Basophill percentage,993
16,Blood metabolite levels [phenyllactate (PLA],2352
16,Total bilirubin levels,300097
16,Blood protein levels [Ferritin],707
16,HDL cholesterol levels [Japanese],767
16,"Blood protein levels [GNPTG, 10666_7_3]",9340
16,Serum metabolite levels [L_HDL_C],931
16,Alzheimer disease and age of onset [within families],7
16,Neuroticism,158912
16,HDL cholesterol levels,677690
16,LDL cholesterol levels in current drinkers [EA],5063
16,Basophil count,49631
16,Serum metabolite levels [L_HDL_PL],931
16,"""Alcohol related diseases, tilastokeskus definition""",186
16,Body mass index in physically inactive individuals,990
16,dCTP pyrophosphatase 1 measurement,483
16,Creatinine (enzymatic) in urine,816
16,Protein quantitative trait loci (liver) [PLIN3],89
16,HDL cholesterol levels in current drinkers [AA],76598
16,Leg fat mass (right),321507
16,Gastroesophageal reflux disease,1322
16,Serum levels of protein APOA1,2242
16,Obesity-related traits [hip],955
16,"Carbonic anhydrase 5A,mitochondrial levels",3538
16,"Blood protein levels [CRISPLD2, 5691_2_3]",339
16,"""Malignant neoplasm of breast, HER2-negative (controls excluding all cancers)""",76
16,Protein quantitative trait loci (liver) [PEPD],3
16,Medication use (calcium channel blockers),78966
16,Serum metabolite levels [propyl 4-hydroxybenzoate sulfate],162036
16,"Ground coffee (include espresso, filter etc) | coffee type",92333
16,Heel bone mineral density (bmd) (right),32540
16,Abdominal aortic aneurysm,701
16,Venous thromboembolism,1307
16,"Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction) [EA, women]",518
16,Frequency of drinking alcohol,644
16,Optic cup area,1301
16,Borreliaceae abundance in stool,158
16,Normal facial asymmetry (angle of surface orientation score) [≥14 yr],36
16,Serum metabolite levels [dihomo-linolenate (20:3n3 or n6],6851
16,Hair color [red hair],11768
16,Free thyroxine concentration,1953
16,Haemorrhoidal disease,959
16,Malate levels,71
16,"Blood protein levels [APOL1, 11510_51_3]",639
16,Other Chron's disease,50
16,Warfarin | treatment/medication code,205
16,Early onset atrial fibrillation,47
16,Weight,1476992
16,Body mass index (joint analysis main effects and physical activity interaction),227656
16,Reported occurrences of cancer,11937
16,Serum metabolite levels [glutarylcarnitine (C5-DC],6739
16,Type 2 diabetes nephropathy,984
16,Anxiety,888
16,Body mass index and fasting glucose (pairwise),268
16,Smoking status,64617
16,Body mass index variance,170927
16,Electrocardiogram morphology (amplitude at temporal datapoints) [112 ms],3918
16,"Intra-ocular pressure, goldmann-correlated (right)",21610
16,Age-related disease endophenotypes,2015
16,Hypertensive diseases (excluding secondary),4031
16,Serum levels of protein PRSS2,2952
16,Mitochondrial DNA copy number,824
16,Electrocardiogram morphology (amplitude at temporal datapoints) [328 ms],962
16,Body mass index in physically active individuals [women],208959
16,Blood metabolite levels [glutaroyl carnitine],9245
16,Corneal resistance factor (right),19674
16,Asthma onset (childhood vs adult),2740
16,"Body mass index in physically inactive individuals [EA, men]",990
16,Hematocrit,674765
16,"Systolic blood pressure, automated reading",56087
16,Optic disc area,207
16,"Blood protein levels [CBLN1, 9313_27_3]",92
16,Crohn's disease [EA],93697
16,Extremely high intelligence,211280
16,Mean corpuscular volume [AA],448
16,Parkinson's disease progression (cognitive),58
16,Systolic blood pressure x smoking status (ever vs never) interaction (2df test),34739
16,Lamb consumption,214301
16,"Diabetes | non-cancer illness code, self-reported",16490
16,Carcinoma in situ of skin of other and unspecified parts of face (controls excluding all cancers),3152
16,Body fat mass,2048
16,CAG-177 sp002451755 abundance in stool,528
16,LDL cholesterol,23416
16,Urinary calculus,483
16,IgA nephropathy [EA],15456
16,College or university degree | qualifications,200897
16,Electrocardiogram morphology (amplitude at temporal datapoints) [210 ms],19700
16,Myo-inositol levels,1382
16,Pure non-grapefruit juice consumption,1084
16,Serum metabolite levels (CMS) [HDL2_C],931
16,Serum metabolite levels (CMS) [M_HDL_C],931
16,Ulcerative colitis [EA],26913
16,Cardiovascular disease,139683
16,CD11c on myeloid Dendritic Cell,24112
16,Metabolite levels (small molecules and protein measures) [Pyruvate],1219
16,White matter microstructure (fractional anisotropy) [Anterior corona radiata],24386
16,Chronic obstructive pulmonary disease x current smoker interaction (main effect),34049
16,Leg fat percentage (right),289160
16,Mean corpuscular hemoglobin concentration [Asian],1333
16,"Lipid metabolism phenotypes [HDL.large, whole]",1525
16,"Blepharitis / eyelid infection | non-cancer illness code, self-reported",59
16,White matter microstructure (radial diusivities) [Body of corpus callosum],1296
16,Phosphatidylcholine_34:0_[M+H]1+/Phosphatidylethanolamine_37:0_[M+H]1+/Phosphatidate_39:1_[M+NH4]1+ levels,1716
16,CAG-177 abundance in stool,528
16,Crohn's disease [Children],162
16,Testicular germ cell tumor,73631
16,Direct low density lipoprotein cholesterol levels,8176
16,Asthma (moderate or severe),6527
16,Serum levels of protein SERPIND1,1793
16,Electrocardiogram morphology (amplitude at temporal datapoints) [72 ms],1991
16,Serum metabolite levels (CMS) [L_HDL_C],931
16,Barrett's esophagus  or Esophageal adenocarcinoma,125
16,HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df) [AA],76598
16,Type 2 diabetes (adjusted for BMI),4264
16,Asthma or allergic disease (pleiotropy),6555
16,Asthma (mode),6828
16,Serum metabolite levels [ApoA1],931
16,Protein quantitative trait loci (liver) [ACSS3],57
16,Captopril | treatment/medication code,535
16,Mean corpuscular volume [Conditioned on esv2676630],231
16,Nervous feelings,49905
16,HDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df) [AA],71570
16,Thyroid problem (not cancer),74646
16,"Hayfever, allergic rhinitis or eczema | blood clot, dvt, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",7165
16,3mm strong meridian (left),2386
16,"Lipid metabolism phenotypes [HDL.mean.size, fasting]",1525
16,Colorectal cancer,11070
16,Inflammatory bowel disease [EA],168818
16,Pediatric autoimmune diseases,148440
16,Smoking status (ever vs never smokers),73011
16,"Sphingomyelin (d18:2/24:1, d18:1/24:2) levels",23899
16,Age first had sexual intercourse,43541
16,Urinary metabolite levels in chronic kidney disease [imidazole lactate],1960
16,Electrocardiogram morphology (amplitude at temporal datapoints) [110 ms],3918
16,Estimated glomerular filtration rate in diabetes,744
16,Childhood body fatness,1084
16,Serum metabolite levels [S_HDL_TG],2107
16,Heel bone mineral density x serum urate levels interaction [female],54
16,Protein quantitative trait loci (liver) [OTC],57
16,Nodular sclerosis Hodgkin lymphoma,7328
16,Preeclampsia (maternal genotype effect),1084
16,Serum levels of protein PRSS22,638
16,Body mass index (SNP x SNP interaction),976
16,Borreliales abundance in stool,158
16,Anatomical abnormatilies of kidney and ureters,495
16,Triglycerides,161859
16,Blood metabolite ratios [phenyllactate (PLA)/phenylalanine],14938
16,Electrocardiogram morphology (amplitude at temporal datapoints) [134 ms],1927
16,"""Diabetes, insuline treatment (Kela reimbursement) (more control exclusions)""",4036
16,Hypercholesterolemia,714
16,Crohn disease,348
16,Intelligence,537888
16,Carotid intima media thickness,4153
16,Major depressive disorder,1340
16,Bipolar disorder lithium response (categorical) or schizophrenia,289
16,HLA DR on myeloid Dendritic Cell,42
16,Diverticulosis,1207
16,Gastric cancer [East Asian],3867
16,LDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df) [Asian],5480
16,Serum levels of protein HBZ,1803
16,White matter hyperintensity volume,1576
16,Phosphatidylcholine(36:3)_[M+H]1+/Phosphatidylethanolamine(39:3)_[M+H]1+/Phosphatidate(41:4)_[M+NH4]1+ levels,6916
16,Hematology traits [RBC],173
16,Rheumatoid arthritis [EA],4738
16,Pork consumption,3216
16,Resting-state electroencephalogram vigilance [Slope index],3898
16,Serum levels of protein POMC,1057
16,Pelvic organ prolapse,104
16,Excessive sweating,427
16,Sleep duration (short sleep),5053
16,Systemic lupus erythematosus [Hispanic],9358
16,Other disorders of thyroid,1574
16,White matter microstructure (fractional anisotropy) [Posterior corona radiata ],795
16,Substance abuse (more control exclusions),188
16,Scalp hair shape,125
16,Hip circumference,543522
16,Hip circumference adjusted for BMI,463405
16,Angina pectoris,46207
16,Electrocardiogram morphology (amplitude at temporal datapoints) [176 ms],55919
16,Electrocardiogram morphology (amplitude at temporal datapoints) [172 ms],19603
16,Alcohol use disorder [EA],981
16,Blood metabolite levels [dihomo-linolenate (20:3n3 or n6],5737
16,Serum metabolite levels [phenyllactate (PLA],1027
16,Chronic obstructive pulmonary disease in ever smokers,34049
16,Electrocardiogram morphology (amplitude at temporal datapoints) [26 ms],416
16,Intrinsic epigenetic age acceleration,22
16,Schizophrenia,595276
16,Irritability,45003
16,White matter microstructure (fractional anisotropy) [Posterior limb of internal capsule],795
16,Zinc product | treatment/medication code,3961
16,Lysophosphatidylethanolamine-P_19:1_[M+H]1+ levels,1136
16,"Blood protein levels [NAGPA, 11208_15_3]",581
16,Response to antipsychotic treatment [Effect of Risperidone on CGI-S],533
16,Serum immune biomarker levels [YKL-40],372
16,"""Malignant neoplasm of breast, HER-negative""",76
16,Prostate cancer,29723
16,Leukocyte telomere length,42902
16,Triglyceride levels [Trans-ethnic initial],24586
16,Electrocardiogram morphology (amplitude at temporal datapoints) [184 ms],21594
16,A levels/as levels or equivalent | qualifications,1138
16,Bipolar disorder,2592
16,Blood metabolite levels [kynurenine],1319
16,"Blood protein levels [MPG, 12438_127_3]",1332
16,"Estimated glomerular filtration rate (creatinine, Rapid3)",995
16,Hypopituitarism,484
16,Metabolite levels (lipoprotein measures) [Total cholesterol in HDL],931
16,Stroke,183
16,DNA methylation Hannum age acceleration,38
16,Metformin | treatment/medication code,4674
16,Total PHF-tau (SNP x SNP interaction),34760
16,Haptoglobin measurement,109590
16,Body mass index in physically inactive individuals [men],990
16,Cataracts [male],12
16,Highest math class taken,268891
16,Juvenile arthritis (FINNGEN),31371
16,"""Diabetes, several complications""",34164
16,Renal function and chronic kidney disease [CKD],816
16,Crohn's disease [Adults],162
16,Able to confide,10111
16,Insulin-like growth factors [IGFBP-3],43211
16,Spherical power (right),44381
16,"Non-melanoma skin cancer | cancer code, self-reported",10684
16,Chronic lower respiratory diseases,52268
16,Diverticular disease of intestine,10380
16,"""Hypertension, essential""",2753
16,Fibrosis-4 index in high alcohol intake,2340
16,High-density lipoprotein 3 cholesterol levels,354
16,Cerebrospinal fluid α-synuclein levels,61
16,Psoriasis or type 2 diabetes (trans-disease meta-analysis),46231
16,Gamma glutamyl transferase levels,69590
16,Electrocardiogram morphology (amplitude at temporal datapoints) [100 ms],1991
16,Serum metabolite levels [S_VLDL_PL],2107
16,Cancer diagnosed by doctor,3256
16,Phosphatidylcholine_36:2_[M+H]1+/Phosphatidylethanolamine_39:2_[M+H]1+/Phosphatidate_41:3_[M+NH4]1+ levels,2229
16,Pattern 1 | hair/balding pattern,34577
16,Electrocardiogram morphology (amplitude at temporal datapoints) [166 ms],22417
16,Lumbar spine bone mineral density,13583
16,Periventricular white matter hyperintensities,16
16,None of the above | vascular/heart problems diagnosed by doctor,58621
16,Carotid intima media thickness (mean),4454
16,Electrocardiogram morphology (amplitude at temporal datapoints) [106 ms],1927
16,Cystic kidney disease,47
16,Procreative management,13
16,Contracture of palmar fascia [dupuytren's disease],8513
16,Nasal polyp,6683
16,Femur bone mineral density x serum urate levels interaction [female],58
16,Autoimmune traits,9345
16,Electrocardiogram morphology (amplitude at temporal datapoints) [242 ms],28486
16,Carcinoma in situ of skin (controls excluding all cancers),3152
16,"Blood protein levels [NQO1, 9837_60_3]",10445
16,Lean body mass,2096
16,"Hematology traits [AA, HGB]",448
16,Phosphatidylethanolamine_38:3_[M-H]1- levels,1499
16,Serum metabolite levels [phenylacetate],317
16,Protein quantitative trait loci (liver) [DHTKD1],57
16,HDL cholesterol,860021
16,Leg predicted mass (right),389658
16,Nap during day,11599
16,Serum metabolite levels [L_HDL_L],2107
16,Serum metabolite levels (CMS) [S_VLDL_L],931
16,Alcoholic chronic pancreatitis,1147
16,Obesity [Obesity class II],193595
16,Osteoarthritis,1702
16,Serum metabolite levels (CMS) [L_VLDL_CE],931
16,Non-glioblastoma glioma,535
16,Urate levels,322180
16,Smoking initiation,70578
16,Hand grip strength (right),301880
16,Type 2 diabetes with other specified/multiple/unspecified complications,4036
16,White matter microstructure (mode of anisotropy) [Fornix (column and body],795
16,"Lipid metabolism phenotypes [LDL.large, fasting]",1039
16,Levothyroxine sodium | treatment/medication code,103
16,Direct bilirubin levels,21675
16,Keratinocyte cancer (MTAG),21595
16,Serum phosphate levels,4865
16,HDL cholesterol [AA],789
16,BMI in smokers [women],1084
16,Electrocardiogram morphology (amplitude at temporal datapoints) [300 ms],384
16,Gonarthrosis [arthrosis of knee](FG),1093
16,Diffuse diseases of connective tissue,215
16,Choline phosphate levels,312
16,HDL cholesterol levels in current drinkers,77260
16,Body mass index [EA],228642
16,Facial morphology (segment 9),8302
16,"Blood protein levels [DPEP1, 8794_13_3]",15512
16,Length of time at current address,3906
16,Type 2 diabetes [additive model],1084
16,Crohn's disease and psoriasis [same-effect analysis],3428
16,Allergic asthma (mode) (more control exclusions),218
16,Other non-epithelial cancer of skin,19179
16,Interstitial lung disease endpoints,3666
16,hemolysis of donated blood (osmotic),2858
16,Low density lipoprotein cholesterol levels [EA],4874
16,Kidney stones,853
16,"Heel quantitative ultrasound index (qui), direct entry (right)",32542
16,Chronic kidney disease and serum creatinine levels [CKD],816
16,Cortical volume [Superior parietal],269
16,Protein quantitative trait loci (liver) [COL18A1],36
16,Reticulocyte fraction of red cells,242067
16,ADHD vs anorexia nervosa (ordinary least squares (OLS)),1057
16,Protein quantitative trait loci (liver) [RAB14],150
16,Serum levels of protein CDH11,188
16,Uterine fibroids,35076
16,HDL cholesterol levels x short total sleep time interaction (2df test),69149
16,Age completed full time education,8618
16,Diacylglycerol_34:3_[M+NH4]1+ levels,971
16,"Shingles | non-cancer illness code, self-reported",1016
16,"Asthma | non-cancer illness code, self-reported",12621
16,Electrocardiogram morphology (amplitude at temporal datapoints) [302 ms],384
16,Problematic alcohol use,1202
16,White matter microstructure (radial diusivities) [Posterior limb of internal capsule],795
16,Body fat distribution (trunk fat ratio),1084
16,Bipolar i disorder | bipolar and major depression status,405
16,"Total cholesterol levels [Asian initial, BMI unadjusted]",3297
16,Carcinoma in situ of skin of other and unspecified parts of face,3152
16,Hyperlipidemia,714
16,Cardioembolic stroke (CCSc classification),193
16,Impedance of arm (left),129093
16,Body fat percentage [female],1084
16,"Aging traits (healthspan, parental lifespan or longevity) (multivariate analysis)",2761
16,Diacylglycerol_34:2_[M+NH4]1+ levels,931
16,Major depressive disorder vs ADHD (ordinary least squares (OLS)),1005
16,Celiac disease,624
16,Hemoglobin levels,284919
16,Corneal resistance factor (left),3106
16,Heart failure and antihypertensive medication,1084
16,"Blood protein levels [TPSB2, 3403_1_2]",712
16,Urinary metabolite levels in chronic kidney disease [indoleacetylglutamine],30
16,Serum metabolite levels (CMS) [L_LDL_L],2107
16,Serum metabolite levels [XL_HDL_L],931
16,HLA DR+ T cell Absolute Count,1285
16,Allergy,533
16,Body mass index (joint analysis main effects and smoking interaction),253027
16,Lymphocyte percentage of white cells,68201
16,Subcortical volume (MOSTest),261973
16,Breast cancer | illnesses of siblings,63
16,Serum levels of protein ZG16B,2739
16,Body mass index [Male],15
16,Morning vs. evening chronotype,6
16,Glomerular filtration rate in non diabetics (creatinine),23561
16,Systemic lupus erythematosus [AA],6455
16,Basophill count,1911
16,Femur bone mineral density x serum urate levels interaction,1313
16,Male puberty timing (late vs. average onset facial hair),828
16,Blood protein levels [Tryptase beta-2],4661
16,Insomnia [Male],688
16,Waist circumference adjusted for BMI (joint analysis main effects and smoking interaction) [women],45570
16,"Allergy, hypersensitivity or anaphylaxis",23962
16,"""Asthma, unspecified (mode) (more control exclusions)""",5615
16,Male puberty timing (age at voice breaking MTAG),15852
16,White matter microstructure (mode of anisotropy) [Inferior fronto-occipital fasciculus],776
16,Sleep disorders,1634
16,HDL cholesterol levels [HIspanic],144
16,Ischemic stroke (cardioembolic),904
16,Phosphatidylcholine-O_18:0_[M+H]1+/Lysophosphatidylethanolamine_21:0_[M+H]1+ levels,1136
16,Lysophosphatidylcholine_20:3_[M+OAc]1- levels,1499
16,Chronic kidney disease [eGFRcrea],816
16,Optic disc size,586
16,HDL cholesterol levels [Asian],72059
16,Erythritol levels,4158
16,"Lipid metabolism phenotypes [HDL-C.by.NMR, fasting]",2107
16,Glycine levels [conditional],715
16,Ischemic heart disease,242
16,Protein quantitative trait loci (liver) [SPRYD4],14
16,Alzheimer's disease or family history of Alzheimer's disease,102792
16,Eczema,227004
16,Relative age of first facial hair,13801
16,Body mass index [Japanese],192353
16,"Diastolic blood pressure, automated reading",76033
16,Neutrophill count,25583
16,Electrocardiogram morphology (amplitude at temporal datapoints) [196 ms],19667
16,Phosphatidylcholine-O_32:0_[M+H]1+/Phosphatidylethanolamine-O_35:0_[M+H]1+ levels,1586
16,"Blood protein levels [ZG16B, 8310_6_3]",2739
16,Gut microbiota presence (family Bacteroidales S24 7group id.11173),1071
16,Menopause (age at onset),36229
16,Hodgkin's lymphoma,25156
16,6mm asymmetry angle (right),26301
16,Serum metabolite levels [HDL2_C],931
16,Arthrosis,1084
16,Bipolar disorder (MTAG),115985
16,Skin colour,212337
16,Lymphocyte percentage,13218
16,Medication use (diuretics),135824
16,Phosphatidylcholine(38:3)_[M+OAc]1-/Phosphatidylserine(42:2)_[M-H]1- levels,6916
16,Protein quantitative trait loci (liver) [PSMB5],14198
16,Sensitivity to environmental stress and adversity,883
16,Bumetanide | treatment/medication code,2261
16,Age-related diseases and mortality,17
16,Brain amyloid deposition (PET imaging),25
16,Facial pigmentation,12013
